Détecté dans le texte;Nom du fichier;CIE_NAME;N° Contrat;N°POLEDI;NB_POLEDIS
True;SARL_LES_TUILERIES_4360120330000E_SANTE.pdf;UNIPREVOYANCE;4360120330000E;4360120330000E20003305;1
True;GERSTAECKER_LYON_4470900510000K_SANTE_4.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;MRTVOPTIC_4360124280000H_PREVOYANCE.pdf;UNIPREVOYANCE;4360124280000H;4360124280000H20890100;3
False;AVT_CP_ATM_4360119510000A_SANTE_2__6977593.pdf;UNIPREVOYANCE;;;0
True;TRANSPORTS_GEORGES_ANDRES_4936000020000M_SANTE.pdf;UNIPREVOYANCE;4936000020000M;4936000020000MG0044110;2
True;MULTI_NEGOCE_SARL_4360102090000S_SANTE.pdf;UNIPREVOYANCE;4360102090000S;4360102090000S20049100;2
True;BATORAMA_4740400290000N_SANTE_4.pdf;UNIPREVOYANCE;4740400290000N;4740400290000NH4F14500;6
True;ELEMENTAL_SCIENTIF_INSTRUMENTS_4360142250000R_SANTE_1.pdf;UNIPREVOYANCE;4360142250000R;4360142250000R22936300;5
True;MORITZ_FINANCE_S_A_4935001840000B_PREVOYANCE.pdf;UNIPREVOYANCE;4935001840000B;;0
True;SLIP_4360114160000H_SANTE.pdf;UNIPREVOYANCE;4360114160000H;4360114160000H20718B30;1
True;MOLSHEIM__ORTHOPEDIE_SERVICE_4362800250000B_PREVOYANCE.pdf;UNIPREVOYANCE;4362800250000B;4362800250000B26615100;2
True;L_ATELIER_PUBLIMOD_4360115900000M_SANTE_1.pdf;UNIPREVOYANCE;4360115900000M;4360115900000M20791501;5
True;TAXIS_LAMPERT_JUSTINE_4360116830000G_SANTE_2.pdf;UNIPREVOYANCE;4360116830000G;4360116830000G20861501;5
True;JUNG_ALBERT_SA_4935004170000K_PREVOYANCE.pdf;UNIPREVOYANCE;4935004170000K;4935004170000KC0066110;2
True;SLIP_4360114150000N_SANTE_2.pdf;UNIPREVOYANCE;4360114150000N;4360114150000N20718301;3
True;LOHNER_MAINTENANCE_ET_TECHNIQU_4557000270000M_SANTE_2.pdf;UNIPREVOYANCE;4557000270000M;;0
True;BOTANY_BAY_ASSET_4360162360000M_SANTE_2.pdf;UNIPREVOYANCE;4360162360000M;4360162360000M25703101;6
True;SPANU_ET_FILS_4360703350000V_SANTE.pdf;UNIPREVOYANCE;4360703350000V;4360703350000V24031301;4
True;BRASSERIE_G_K_R_4363804180000M_PREVOYANCE_ABS.pdf;UNIPREVOYANCE;4363804180000M;4363804180000M25423;13
True;LEUCO_4360132500000Q_SANTE.pdf;UNIPREVOYANCE;4360132500000Q;4360132500000Q21751100;1
True;RYTHMES_ET_SONS_4935001480000W_PREVOYANCE.pdf;UNIPREVOYANCE;4935001480000W;4935001480000WD6053110;2
True;FINANCIERE_WS_GROUP_4622100830000Y_PREVOYANCE.pdf;UNIPREVOYANCE;4622100830000Y;4622100830000YF2550B30;1
True;GERSTAECKER_PARIS_XIII_4470900510000K_SANTE_5.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;AS_MOTOR_FRANCE_4935000760000N_SANTE.pdf;UNIPREVOYANCE;4935000760000N;4935000760000NF1576110;2
True;MAXI_4363804160000Y_PREVOYANCE.pdf;UNIPREVOYANCE;4363804160000Y;4363804160000Y25423;2
True;PROBST_SAS_4935000490000K_PREVOYANCE.pdf;UNIPREVOYANCE;4935000490000K;4935000490000KK1550110;2
True;M_GEORGES_RODRIGUEZ_4935004060000U_SANTE.pdf;UNIPREVOYANCE;4935004060000U;4935004060000UF2785300;1
True;AVT_CP_ARTECA_SAS_4360111260000J_SANTE_7017509.pdf;UNIPREVOYANCE;4360111260000J;4360111260000J20613B32;2
True;A2P_BATIMENT_4771300890000J_SANTE.pdf;UNIPREVOYANCE;4771300890000J;4771300890000JH4F22500;2
True;DECRYPTIS_4360205110000D_SANTE.pdf;UNIPREVOYANCE;4360205110000D;4360205110000D21096301;2
True;GERSTAECKER_STRASBOURG_4470900510000K_SANTE_3.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
False;AVT_CP_ABEX_4360118410000Y_SANTE__6969590_.pdf;UNIPREVOYANCE;;;0
False;AVT_CP_A._BERNARD_4360116890000Z_SANTE_2__6945132_.pdf;UNIPREVOYANCE;;;0
True;TALABARDON_ET_GAUTIER_4360900250000K_SANTE.pdf;UNIPREVOYANCE;4360900250000K;4360900250000K23326501;2
True;GERSTAECKER_NANTES_4470900510000K_SANTE_4.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;MAN_ACTION_4360158530000T_SANTE_2.pdf;UNIPREVOYANCE;4360158530000T;4360158530000T24848300;6
True;TRONCONNEUSES_DE_LEST_4935003610000P_SANTE.pdf;UNIPREVOYANCE;4935003610000P;4935003610000PF1663100;1
True;KIA_OPTIC_4360156350000D_SANTE_1.pdf;UNIPREVOYANCE;4360156350000D;4360156350000D24324501;4
True;AVENSO_SARL_4935005360000N_SANTE.pdf;UNIPREVOYANCE;4935005360000N;4935005360000NF2J43500;2
True;Pharmacie_de_lOrne_4360118420000S_SANTE_2.pdf;UNIPREVOYANCE;4360118420000S;4360118420000S20915301;6
True;MAN_ACTION_4360158540000N_SANTE.pdf;UNIPREVOYANCE;4360158540000N;4360158540000N24848302;2
True;GRESSER_OENOLOGIE_4925030230000E_SANTE.pdf;UNIPREVOYANCE;4925030230000E;4925030230000EF1316101;1
True;VERMLAND___ROYAL_ST_MICHEL_4363802450000C_SANTE.pdf;UNIPREVOYANCE;4363802450000C;4363802450000C24526100;4
True;PROCESS_TECHNOLOGIES_4360162570000Y_SANTE_2.pdf;UNIPREVOYANCE;4360162570000Y;4360162570000Y25752101;5
True;FCP_ACADEMY_4770907670000Q_SANTE_1.pdf;UNIPREVOYANCE;4770907670000Q;4770907670000QG5184500;8
True;SL_MANUTENTION_4360701510000V_SANTE.pdf;UNIPREVOYANCE;4360701510000V;4360701510000V22150B30;4
True;GERSTAECKER_NICE_4470900510000K_SANTE_4.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
False;AVT_CP_CAPONE_4360121820000U_SANTE_7016691_.pdf;UNIPREVOYANCE;;;0
True;LEUCO_4360147290000C_SANTE.pdf;UNIPREVOYANCE;4360147290000C;4360147290000C21751B23;2
True;GROUPE_RHENAN_DE_PATHOLOGIE_4360121670000B_SANTE_1.pdf;UNIPREVOYANCE;4360121670000B;;0
True;GERSTAECKER_NANTES_4470900500000Q_SANTE.pdf;UNIPREVOYANCE;4470900500000Q;4470900500000QF2J92101;35
True;RETRAITE_ANCIENS_SALARIES_CFNR_4700200120000G_SANTE_2.pdf;UNIPREVOYANCE;4700200120000G;4700200120000GG1011990;1
False;ALPHA_57_4771300800000H_SANTE.pdf;UNIPREVOYANCE;;;0
False;AVT_CP_BOATHOME_4360124820000P_SANTE_2__7145983.pdf;UNIPREVOYANCE;;;0
True;GOLDNER_SARL_4644900320000V_SANTE_1.pdf;UNIPREVOYANCE;4644900320000V;4644900320000VF2443500;3
True;LES_ASCENSEURS_STRASBOURGEOIS_4360138270000E_SANTE.pdf;UNIPREVOYANCE;4360138270000E;4360138270000EC9135110;1
True;SOMMER_FRANCE_4935002080000V_SANTE.pdf;UNIPREVOYANCE;4935002080000V;4935002080000VF1618300;2
True;ACTION_REPRO_SERVICES_4511000340000Z_SANTE_1.pdf;UNIPREVOYANCE;4511000340000Z;4511000340000ZH4753500;2
True;ORT_NORD_4570100320000U_PREVOYANCE.pdf;UNIPREVOYANCE;4570100320000U;4570100320000UF1833100;4
True;VISIOLOR_4360113250000C_SANTE_2.pdf;UNIPREVOYANCE;4360113250000C;4360113250000CF2574501;3
True;RLM_SARL_4985700080000K_SANTE.pdf;UNIPREVOYANCE;4985700080000K;4985700080000K;1
True;SSETI_4640100040000T_SANTE_2.pdf;UNIPREVOYANCE;4640100040000T;4640100040000TK1117500;3
True;METHAVOS_INTERNATIONAL_4551000630000L_PREVOYANCE.pdf;UNIPREVOYANCE;4551000630000L;4551000630000LE5266100;28
True;STABILO_INTERNATIONAL_4210001100000S_SANTE.pdf;UNIPREVOYANCE;4210001100000S;4210001100000SAU05D107;5
True;MY_JOB_EST_4985700160000R_SANTE_2.pdf;UNIPREVOYANCE;4985700160000R;4985700160000R;1
True;GERIC_ASL_4360138170000J_SANTE.pdf;UNIPREVOYANCE;4360138170000J;4360138170000J22233100;2
True;ATLANTE_GROUP_4360216520000C_SANTE.pdf;UNIPREVOYANCE;4360216520000C;4360216520000C23255501;3
True;SML_LOCATION_4360101280000H_SANTE.pdf;UNIPREVOYANCE;4360101280000H;4360101280000H20018111;2
True;Z_ET_SCH_INTERPOLYMER_4360155700000G_SANTE.pdf;UNIPREVOYANCE;4360155700000G;4360155700000G21897308;2
True;STE_CHAMPENOISE_DE_MECANIQUE_4360160820000Z_SANTE_1.pdf;UNIPREVOYANCE;4360160820000Z;4360160820000Z25278300;5
True;OS_GRAPHICS_4360101980000C_SANTE.pdf;UNIPREVOYANCE;4360101980000C;4360101980000C20043100;2
True;GERSTAECKER_METZ_4470900510000K_SANTE_1.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;AVT_CP_CAP_EMPLOI_4360110270000W_SANTE_6813978.pdf;UNIPREVOYANCE;4360110270000W;4360110270000W20577502;2
True;GERSTAECKER_NANTES_4470900510000K_SANTE_2.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;FEHR_TECHNOLOGIES_4551000230000D_PREVOYANCE.pdf;UNIPREVOYANCE;4551000230000D;;0
True;ORT_SOLUTIONS_PREMIUM_4570100330000P_SANTE_2.pdf;UNIPREVOYANCE;4570100330000P;4570100330000PF1833500;8
True;GERSTAECKER_RENNES_4470900500000Q_SANTE.pdf;UNIPREVOYANCE;4470900500000Q;4470900500000QF2J92101;35
True;NOUVEAUX_ETS_EUROBAUMSTAL_4935003470000Q_SANTE.pdf;UNIPREVOYANCE;4935003470000Q;4935003470000QF1693300;1
True;OPHTALMOLOGUES_ASSOCIES_4360147930000E_SANTE.pdf;UNIPREVOYANCE;4360147930000E;4360147930000E21799505;2
False;ALPHA_57_4771300810000C_SANTE.pdf;UNIPREVOYANCE;;;0
True;AMBOS_FRERES_ET_FILS_SARL_4360135150000A_SANTE_2.pdf;UNIPREVOYANCE;4360135150000A;;0
True;KEMPER_4935000300000N_SANTE.pdf;UNIPREVOYANCE;4935000300000N;4935000300000NC9070101;1
True;DELTA_PROMOTION_LUXEMBOURG_4551000640000F_PREVOYANCE.pdf;UNIPREVOYANCE;4551000640000F;;0
True;FEHR_TECHNOLOGIES_4551000280000B_SANTE_4.pdf;UNIPREVOYANCE;4551000280000B;;0
True;LINGENHELD_TRAVAUX_SPECIAUX_4551000600000C_PREVOYANCE.pdf;UNIPREVOYANCE;4551000600000C;4551000600000CE5266AG0;18
True;WINSPECTION_4935001530000U_SANTE.pdf;UNIPREVOYANCE;4935001530000U;;0
True;CANAL_AGENCEMENT_SELECTION_4363500180000E_SANTE.pdf;UNIPREVOYANCE;4363500180000E;4363500180000E24830100;2
True;FCP_ACADEMY_4770907670000Q_SANTE_2.pdf;UNIPREVOYANCE;4770907670000Q;4770907670000QG5184500;8
True;GERSTAECKER_TOULOUSE_4470900510000K_SANTE_2.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;KEMPER_4935000320000C_PREVOYANCE.pdf;UNIPREVOYANCE;4935000320000C;4935000320000C9070160;2
True;BREAKERS_CONSULTING_4935002550000Q_SANTE.pdf;UNIPREVOYANCE;4935002550000Q;4935002550000QH2219100;2
True;JPR_FINANCES_4935003330000R_SANTE.pdf;UNIPREVOYANCE;4935003330000R;;0
True;R_TECH_DISTRIBUTION_4360134060000S_SANTE.pdf;UNIPREVOYANCE;4360134060000S;4360134060000S21843101;1
True;SCHENKER_STORE_4444200130000L_PREVOYANCE.pdf;UNIPREVOYANCE;4444200130000L;4444200130000LB70571D0;2
True;SOPRAVIT_4360132960000Q_SANTE.pdf;UNIPREVOYANCE;4360132960000Q;4360132960000Q21881101;1
True;MY_JOB_EST_4985700170000L_SANTE_4.pdf;UNIPREVOYANCE;4985700170000L;4985700170000L20998302;12
True;AVT_CP_BOATHOME_4360124830000J_SANTE__7145996.pdf;UNIPREVOYANCE;4360124830000J;4360124830000J21319500;1
True;GERSTAECKER_FRANCE_LE_GEANT_4470900490000V_SANTE.pdf;UNIPREVOYANCE;4470900490000V;4470900490000VF2J92100;35
False;ETUDE_GANGLOFF_ET_NARDI_4360104860000M_SANTE.pdf;GROUPAMA;;;0
True;DELTAMENAGEMENT_4551000630000L_PREVOYANCE.pdf;UNIPREVOYANCE;4551000630000L;4551000630000LE5266100;28
False;AVT_CP_A._BERNARD_4360116890000Z_SANTE_1_6945142.pdf;UNIPREVOYANCE;;;0
True;MARCEL_MULLER_SAS_4360105470000F_SANTE.pdf;UNIPREVOYANCE;4360105470000F;;0
True;DANOA_OPTIQUE_4360120380000C_SANTE.pdf;UNIPREVOYANCE;4360120380000C;4360120380000C20002305;1
True;FEHR_GROUPE_4551000590000H_SANTE_3.pdf;UNIPREVOYANCE;4551000590000H;;0
True;AEVELIA_SARL_4590800360000Y_SANTE_4.pdf;UNIPREVOYANCE;4590800360000Y;4590800360000YF1409303;3
True;FEHR_GROUPE_4551000280000B_SANTE_2.pdf;UNIPREVOYANCE;4551000280000B;;0
True;GERSTAECKER_BORDEAUX_4470900510000K_SANTE_3.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;ECB_SARL_4360146860000L_SANTE_2.pdf;UNIPREVOYANCE;4360146860000L;4360146860000LB4007301;5
True;DECRYPTIS_4360205120000Y_SANTE.pdf;UNIPREVOYANCE;4360205120000Y;4360205120000Y21096B30;2
True;OFFICE_DU_TOURISME_BARR_4360159110000D_SANTE_2.pdf;UNIPREVOYANCE;4360159110000D;4360159110000D24900502;6
True;CARL_FUHR_4360116660000Z_SANTE_2.pdf;UNIPREVOYANCE;4360116660000Z;4360116660000Z20907101;3
True;levy_geissmann_associes_4360122970000U_PREVOYANCE.pdf;UNIPREVOYANCE;4360122970000U;4360122970000U21136300;1
True;ZINGRAFF_4360136780000P_SANTE_2.pdf;UNIPREVOYANCE;4360136780000P;4360136780000P21956501;5
True;FEHR_TECHNOLOGIES_4551000250000S_PREVOYANCE.pdf;UNIPREVOYANCE;4551000250000S;;0
True;GERSTAECKER_ILE_DE_NANTES_4470900510000K_SANTE_4.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;Les_Marbreries_de_lEst_4360122920000W_SANTE.pdf;UNIPREVOYANCE;4360122920000W;;0
True;SARL_PIROUETTE_EDITIONS_4360139470000C_SANTE.pdf;UNIPREVOYANCE;4360139470000C;4360139470000C22139503;1
True;GERSTAECKER_METZ_4470900510000K_SANTE_4.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;SAINT_CLAIR_IMMOBILIER_4362101390000R_SANTE.pdf;UNIPREVOYANCE;4362101390000R;4362101390000R23483500;2
True;SEMAROUTE_4551000600000C_PREVOYANCE.pdf;UNIPREVOYANCE;4551000600000C;4551000600000CE5266AG0;18
True;AKTAS_BATIMENT_CONSTRUCTIONS_4935001890000Z_SANTE.pdf;UNIPREVOYANCE;4935001890000Z;4935001890000ZE5S43100;2
True;PAULMANN_LUMIERE_4360163050000M_SANTE_1.pdf;UNIPREVOYANCE;4360163050000M;4360163050000MF1700301;6
True;SCM_ANESTH._REANIMATEURS_4360156130000Y_SANTE_1.pdf;UNIPREVOYANCE;4360156130000Y;4360156130000Y21765504;4
True;SARL_MRJ_PISCINES_4360139630000Q_SANTE.pdf;UNIPREVOYANCE;4360139630000Q;4360139630000Q22144305;2
False;SUREAL_2_SOCIETE_4935000360000F_SANTE.pdf;UNIPREVOYANCE;;;0
True;REPROLAND_4360150510000C_SANTE.pdf;UNIPREVOYANCE;4360150510000C;4360150510000C23639100;2
True;RH_PROPRETE_4360144930000K_SANTE.pdf;UNIPREVOYANCE;4360144930000K;4360144930000K23229101;2
False;AVT_CP_AUREMI_INTERMARCHE_4360112450000M_SANTE_2__6859999.pdf;UNIPREVOYANCE;;;0
True;LANCA_4360106220000Y_SANTE.pdf;UNIPREVOYANCE;4360106220000Y;4360106220000Y20223110;2
True;CAPITAL_IMMOBILIER_4362101600000C_SANTE.pdf;UNIPREVOYANCE;4362101600000C;4362101600000C23750102;4
False;AVT_CP_ABEX_4360118400000D_SANTE_2_6969443_.pdf;UNIPREVOYANCE;;;0
True;CMM_4363900830000K_SANTE.pdf;UNIPREVOYANCE;4363900830000K;4363900830000KC7023301;4
True;GERIC_ASL_4360137790000Q_SANTE_1.pdf;UNIPREVOYANCE;4360137790000Q;4360137790000Q22233300;4
True;VIGNOBLES_LANNOYE_4410500210000K_SANTE.pdf;UNIPREVOYANCE;4410500210000K;4410500210000KF2551500;6
True;NIELSEN_DESIGN_4581000030000P_SANTE.pdf;UNIPREVOYANCE;4581000030000P;4581000030000PF1478500;4
True;SCHNEIDER_PARTNER_4935004570000S_SANTE.pdf;UNIPREVOYANCE;4935004570000S;4935004570000SH4A95100;2
True;MY_JOB_EST_STRASBOURG_4985700170000L_SANTE_3.pdf;UNIPREVOYANCE;4985700170000L;4985700170000L20998302;12
True;MARC_NEUMANN_4360142220000H_SANTE.pdf;UNIPREVOYANCE;4360142220000H;4360142220000H22932B32;1
True;DID_4360155160000A_SANTE.pdf;UNIPREVOYANCE;4360155160000A;;0
True;AS_GC_4771300820000W_SANTE.pdf;UNIPREVOYANCE;4771300820000W;4771300820000WH4G32500;1
True;SAVITRA_4935004990000P_SANTE.pdf;UNIPREVOYANCE;4935004990000P;;0
True;VATELOT_RAMPAL_4360130310000F_SANTE_1.pdf;UNIPREVOYANCE;4360130310000F;4360130310000F21668501;3
True;ADAXO_INTERNATIONAL_4360136150000G_SANTE_2.pdf;UNIPREVOYANCE;4360136150000G;4360136150000GF2417101;3
True;EXCELLENCE_ALU_4360137630000C_SANTE.pdf;UNIPREVOYANCE;4360137630000C;;0
True;L_ATELIER_PUBLIMOD_4360115910000G_SANTE.pdf;UNIPREVOYANCE;4360115910000G;4360115910000G20791500;2
False;AVT_CP_ASS_LES_PETITS_SARREGUEMINOIS_4360117030000Y_SANTE_1__6940251.pdf;UNIPREVOYANCE;;;0
True;SECURE_IP_4360102260000A_SANTE.pdf;UNIPREVOYANCE;4360102260000A;4360102260000A20059500;2
True;LE_GEANT_DES_BEAUX_ARTS_4470900510000K_SANTE_4.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;RHINE_EUROPE_TERMINALS_4740400300000H_SANTE_3.pdf;UNIPREVOYANCE;4740400300000H;4740400300000HH4F15500;4
True;TR_AND_CO_4360161540000H_SANTE.pdf;UNIPREVOYANCE;4360161540000H;4360161540000H25399100;2
True;SINBIO_SCOP_4360227830000F_SANTE.pdf;UNIPREVOYANCE;4360227830000F;4360227830000F25804501;4
True;HUBER_AFFRETEMENT_4360703060000D_SANTE.pdf;UNIPREVOYANCE;4360703060000D;4360703060000D23901301;2
True;BOBINELEC_SARL_4935000130000F_SANTE.pdf;UNIPREVOYANCE;4935000130000F;4935000130000FD1053100;1
True;ASS_SEMAINES_SOCIALES_4935005030000S_PREVOYANCE.pdf;UNIPREVOYANCE;4935005030000S;4935005030000SK1105B20;1
True;MAISON_DESVIGNES_AINE_ET_FILS_4622100830000Y_PREVOYANCE.pdf;UNIPREVOYANCE;4622100830000Y;4622100830000YF2550B30;1
True;DH_MECA_4935003340000L_SANTE.pdf;UNIPREVOYANCE;4935003340000L;;0
True;ZWIEBEL_SA_4200200180000E_SANTE_2.pdf;UNIPREVOYANCE;4200200180000E;;0
True;SAS_QSCE_4360114440000F_SANTE_1.pdf;UNIPREVOYANCE;4360114440000F;4360114440000F20793300;3
True;TRANSPORTS_WAIRY_ET_FILS_4360121000000Q_SANTE.pdf;UNIPREVOYANCE;4360121000000Q;4360121000000Q21062102;1
True;GERSTAECKER_LYON_PRESQU_ILE_4470900510000K_SANTE_3.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;OPHTALMOLOGUES_ASSOCIES_4360147920000K_SANTE_1.pdf;UNIPREVOYANCE;4360147920000K;4360147920000K21799506;5
True;MY_JOB_EST_NANCY_4985700180000F_SANTE_1.pdf;UNIPREVOYANCE;4985700180000F;4985700180000F;3
True;EVIDIENCE_4770907670000Q_SANTE_2.pdf;UNIPREVOYANCE;4770907670000Q;4770907670000QG5184500;8
True;SINBIO_SCOP_4360227840000A_SANTE.pdf;UNIPREVOYANCE;4360227840000A;4360227840000A25804503;2
True;GERSTAECKER_NICE_4470900520000E_SANTE.pdf;UNIPREVOYANCE;4470900520000E;4470900520000EF2J92300;91
True;FINANCIERE_MD_4360134480000P_SANTE.pdf;UNIPREVOYANCE;4360134480000P;4360134480000P21758B30;2
True;ADAXO_INTERNATIONAL_4925040400000C_SANTE.pdf;UNIPREVOYANCE;4925040400000C;;0
True;GERSTAECKER_LYON_4470900510000K_SANTE_3.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;CMM_4363900820000Q_SANTE.pdf;UNIPREVOYANCE;4363900820000Q;4363900820000QC7023300;5
True;MY_JOB_EST_STRASBOURG_4360124620000Y_SANTE.pdf;UNIPREVOYANCE;4360124620000Y;;0
True;AVT_CP_ALOHA_EVASION_4360128140000K_SANTE_7262035.pdf;UNIPREVOYANCE;4360128140000K;4360128140000K21557110;1
True;LEUCO_4360147260000T_SANTE_1.pdf;UNIPREVOYANCE;4360147260000T;4360147260000T21751306;5
True;SPANU_ET_FILS_4360703340000B_SANTE.pdf;UNIPREVOYANCE;4360703340000B;4360703340000B24031300;2
True;GERSTAECKER_BORDEAUX_4470900510000K_SANTE_2.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;ADC_INGENIERIE_4551000630000L_PREVOYANCE.pdf;UNIPREVOYANCE;4551000630000L;4551000630000LE5266100;28
True;AS_HOLDING_4360107050000W_SANTE.pdf;UNIPREVOYANCE;4360107050000W;4360107050000W20268500;1
True;CONVERSION_BOOSTERS_4360163350000Z_SANTE_1.pdf;UNIPREVOYANCE;4360163350000Z;4360163350000Z25887100;4
True;AMBOS_FRERES_ET_FILS_SARL_4360135150000A_SANTE_1.pdf;UNIPREVOYANCE;4360135150000A;;0
True;LE_DIANE_4363803120000N_SANTE.pdf;UNIPREVOYANCE;4363803120000N;;0
True;GERSTAECKER_NANTES_4470900510000K_SANTE_5.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;MY_JOB_EST_STRASBOURG_4360124610000D_SANTE_1.pdf;UNIPREVOYANCE;4360124610000D;;0
True;HITSCHLER_FRANCE_4925040350000E_SANTE.pdf;UNIPREVOYANCE;4925040350000E;;0
True;ENGLOO_EURL_4360119600000B_SANTE_1.pdf;UNIPREVOYANCE;4360119600000B;4360119600000BF2478300;2
True;TENDERSPAGE_4360210500000Z_SANTE.pdf;UNIPREVOYANCE;4360210500000Z;4360210500000Z20824301;3
True;VELTA_EUROJAUGE_4590800360000Y_SANTE_3.pdf;UNIPREVOYANCE;4590800360000Y;4590800360000YF1409303;3
True;DELTA_PROMOTION_4551000640000F_PREVOYANCE.pdf;UNIPREVOYANCE;4551000640000F;;0
True;BURSTNER_SA_4311200040000T_PREVOYANCE.pdf;UNIPREVOYANCE;4311200040000T;4311200040000T02463160;3
True;FEHR_GROUPE_4551000590000H_SANTE_1.pdf;UNIPREVOYANCE;4551000590000H;;0
True;FINANCIERE_DE_COURCELLES_4360111720000J_SANTE_1.pdf;UNIPREVOYANCE;4360111720000J;4360111720000J20631501;8
True;PIERRE_ET_LOISIRS_4360153900000K_SANTE.pdf;UNIPREVOYANCE;4360153900000K;;0
True;CX_LAB_4360227170000P_SANTE.pdf;UNIPREVOYANCE;4360227170000P;4360227170000P25406100;2
True;COURTAGE_IMMO_4935005180000L_SANTE.pdf;UNIPREVOYANCE;4935005180000L;;0
True;MOULIN_DE_HURTIGHEIM_R_BECKER_4360104590000J_SANTE.pdf;UNIPREVOYANCE;4360104590000J;4360104590000JB5175101;2
True;SAS_OMEGA_4360126780000Z_SANTE.pdf;UNIPREVOYANCE;4360126780000Z;;0
True;SOPRAVIT_4360132970000K_SANTE.pdf;UNIPREVOYANCE;4360132970000K;4360132970000K21881110;1
True;HOLDING_MACH_4360300720000R_SANTE.pdf;UNIPREVOYANCE;4360300720000R;4360300720000R23497101;4
True;GERSTAECKER_NANTES_4470900510000K_SANTE_1.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;MATERIAUX_CONSTRUCTION_HOERTH_4935005310000Q_PREVOYANCE.pdf;UNIPREVOYANCE;4935005310000Q;4935005310000QF1753300;2
True;PORT_AUTONOME_DE_STRASBOURG_4740400230000V_SANTE_4.pdf;UNIPREVOYANCE;4740400230000V;4740400230000V01071502;9
True;SMART_EMPLOI_BRUMATH_4360163020000D_SANTE.pdf;UNIPREVOYANCE;4360163020000D;4360163020000D25747302;2
True;GERSTAECKER_BORDEAUX_4470900490000V_SANTE.pdf;UNIPREVOYANCE;4470900490000V;4470900490000VF2J92100;35
True;FITCHIZ_4360142240000W_SANTE.pdf;UNIPREVOYANCE;4360142240000W;4360142240000W22933B30;2
True;FEHR_GROUPE_4551000590000H_SANTE_2.pdf;UNIPREVOYANCE;4551000590000H;;0
True;INTER_SERVICE_TT_4771300880000P_SANTE.pdf;UNIPREVOYANCE;4771300880000P;4771300880000P;2
True;GIE_OMEGA_4360139180000K_SANTE.pdf;UNIPREVOYANCE;4360139180000K;4360139180000K21468102;2
True;COMMISSION_CENT._NAVIGAT._RHIN_4360133020000H_SANTE_1.pdf;UNIPREVOYANCE;4360133020000H;4360133020000H21778501;6
True;HK_SARL_4925010350000J_PREVOYANCE.pdf;UNIPREVOYANCE;4925010350000J;4925010350000JF5126100;1
True;GERSTAECKER_RENNES_4470900510000K_SANTE_1.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
False;AVT_CP_AUREMI_INTERMARCHE_4360112460000G_SANTE_6860013_.pdf;UNIPREVOYANCE;;;0
False;SEQUENCE_13_4925010380000S_PREVOYANCE.pdf;UNIPREVOYANCE;;;0
True;ALOHA_EVASION_4360101610000D_PREVOYANCE.pdf;UNIPREVOYANCE;4360101610000D;4360101610000D20028110;2
True;MOBILE_TV_4360140720000Y_SANTE.pdf;UNIPREVOYANCE;4360140720000Y;4360140720000Y21287102;1
True;MY_JOB_EST_NANCY_4985700170000L_SANTE_3.pdf;UNIPREVOYANCE;4985700170000L;4985700170000L20998302;12
True;GERSTAECKER_STRASBOURG_STUDIO_4470900510000K_SANTE_1.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;GERSTAECKER_STRASBOURG_STUDIO_4470900510000K_SANTE_2.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;GERSTAECKER_METZ_4470900520000E_SANTE.pdf;UNIPREVOYANCE;4470900520000E;4470900520000EF2J92300;91
True;METHAVOS_4551000630000L_PREVOYANCE.pdf;UNIPREVOYANCE;4551000630000L;4551000630000LE5266100;28
True;RONDOL_INDUSTRIE_4935003550000W_SANTE.pdf;UNIPREVOYANCE;4935003550000W;4935003550000WH4A89100;2
True;GERSTAECKER_GRAND_EST_NANCY_4470900510000K_SANTE_2.pdf;UNIPREVOYANCE;4470900510000K;4470900510000KF2J92302;222
True;CG3_4360130910000E_SANTE.pdf;UNIPREVOYANCE;4360130910000E;4360130910000EH4B18111;1
